name,category,address,score,eval_cnt,review_cnt
일미리금계찜닭 강남1호점,닭요리,역삼동 818-6,3.0,21,153
엔제리너스 강남역점,커피전문점,서초동 1306-4,2.7,18,15
이자카야신조,일본식주점,역삼동 824-25,1.8,4,65
인도야시장,인도음식,역삼동 817-16,3.2,9,168
꼼씨네 강남본점,장어,역삼동 818-13,4.2,11,48
오타르,디저트카페,서초동 1306-8,1.6,13,67
정정아식당 강남역점,한식,역삼동 635-15,3.4,11,29
강남더수제비,수제비,역삼동 818-7,3.6,15,36
스타벅스 국기원사거리점,커피전문점,역삼동 648-22,4.4,8,19
원조부안집 강남점,"육류,고기",역삼동 817-22,5.0,1,79
커피빈 강남에스점,커피전문점,서초동 1306-3,3.3,11,11
일편등심,"육류,고기",역삼동 818,5.0,1,230
엔제리너스 강남역사거리점,커피전문점,역삼동 824-19,2.3,7,12
서진식당,한식,역삼동 824-25,4.4,22,51
신전떡볶이 강남역점,떡볶이,역삼동 818-8,1.1,7,32
샤브쌈주머니 서울강남점,샤브샤브,역삼동 819-4,3.4,20,85
동경야시장 강남점,일본식주점,역삼동 820-2,3.0,11,72
하늬돈까스 강남역본점,"돈까스,우동",역삼동 635-15,3.9,15,32
스무디킹 강남역점,생과일전문점,역삼동 816-1,3.4,10,28
보드게임카페 보드스쿨,보드카페,역삼1동 818-15,3.3,8,17
원가바,칵테일바,역삼동 818-7,4.3,4,10
도원,한정식,역삼동 824-7,1.0,1,1
죠스떡볶이 강남중앙점,떡볶이,역삼동 818,2.3,49,20
마더구스,국수,역삼동 824-25,4.6,8,51
서래갈매기 강남점,"육류,고기",역삼동 817-21,4.5,19,53
종로삼계탕 강남점,삼계탕,역삼동 819-2,2.6,7,14
뽕족 강남역본점,"족발,보쌈",역삼동 824-12,0.0,0,9
본죽&비빔밥cafe 강남점,퓨전한식,역삼동 818-8,2.3,20,19
투썸플레이스 강남IBC점,커피전문점,역삼동 648-1,2.3,3,7
신라의달밤,실내포장마차,서초동 1307-29,2.3,3,52
델리커리 강남역점,인도음식,역삼동 819,3.5,2,38
스시문,"초밥,롤",역삼동 824-14,3.6,14,10
맛있는술집여기미술관 강남점,"호프,요리주점",역삼동 817-17,3.0,11,38
바우골참숯화로구이,"육류,고기",역삼동 649-9,3.9,8,13
겟미더머니,테마카페,역삼동 818-13,4.3,6,54
부산삼정,한정식,역삼동 648-1,3.7,6,7
파복스,칵테일바,역삼동 817-10,3.5,16,40
남기분면 강남점,중화요리,역삼동 819-1,3.9,8,30
꾼노리 강남역점,"호프,요리주점",서초동 1307-29,1.4,10,3
바나프레소 국기원사거리점,카페,역삼동 827-48,4.5,2,2
야다이,일본식주점,역삼동 817-8,2.0,3,40
장독대김치찌개&김치스팸부대찌개,"찌개,전골",역삼동 823-4,2.3,4,8
나주곰탕 강남직영점,곰탕,역삼동 823-11,2.3,6,7
강남타로매니아,사주카페,역삼동 817-11,3.0,2,9
돈돈정 역삼점,일식집,역삼동 819-5,2.3,21,41
넥스트에디션 강남5호점,테마카페,역삼동 818-13,4.3,3,30
강남33 강남역점,"육류,고기",역삼동 819-1,3.0,1,48
루이팡 강남역점,중화요리,역삼동 817-25,0.0,0,9
스위트룸 강남점,카페,역삼동 816-4,1.5,4,52
유키노하나,"호프,요리주점",역삼동 817-9,3.2,6,26
리원,중화요리,역삼동 824-39,3.3,7,9
쿼터백,이탈리안,역삼동 816-6,3.2,7,33
펀타임 강남점,보드카페,역삼동 820-2,1.5,4,63
황토감자탕 강남본점,감자탕,역삼동 818,2.5,15,23
새우잡이김춘배,"해물,생선",역삼동 818,3.7,7,150
매머드커피 국기원점,커피전문점,역삼동 635-13,5.0,2,4
아마스빈 강남역2호점,카페,역삼동 818-8,5.0,4,2
파리바게뜨 역삼특허청점,"제과,베이커리",역삼동 824-29,2.4,11,1
오븐에빠진닭 강남2호점,치킨,역삼동 818-3,3.3,20,20
미인포차,일본식주점,역삼동 818-15,3.0,1,20
모퉁이집,분식,역삼동 818,2.1,21,27
춘천숯불닭갈비,닭요리,역삼동 817-16,0.0,0,8
공차 북경고려학원점,카페,역삼동 649-4,4.7,3,2
청년다방 강남케이스퀘어점,분식,역삼동 819,0.0,0,2
커피랑도서관 강남역점,북카페,역삼동 818-15,2.0,1,10
막창뱅크,"곱창,막창",서초동 1307-19,2.8,6,21
선오뎅,오뎅바,역삼동 635-13,1.8,19,12
다케 강남역점,일본식라면,역삼동 818-10,1.0,1,8
더카페 강남역점,커피전문점,역삼동 825-24,3.8,9,11
공상카페,갤러리카페,역삼동 818-12,3.3,3,11
스터디블룸 모임전문공간,테마카페,역삼동 817-21,1.4,10,4
길동우동 강남점,"돈까스,우동",역삼동 816-4,3.0,1,5
오미라식당,한식뷔페,역삼동 823,5.0,2,3
서향란가마솥청국장,한식,역삼동 824-14,4.7,6,8
타잔갈비,갈비,역삼동 824-25,5.0,10,14
태평,한정식,역삼동 824-8,5.0,2,0
김가네 강남역점,분식,역삼동 635-13,2.6,5,8
이자카야쓰나미,일본식주점,역삼동 818-14,2.0,4,37
둥굴관 서울본점,복어,역삼동 635-13,3.4,17,6
비어테라스,"호프,요리주점",역삼동 824-28,3.0,1,1
하루엔소쿠 강남역점,일식집,역삼동 635-17,1.6,5,6
수제갈비제작소 강남점,갈비,역삼동 817-18,1.0,1,16
터치카페 강남본점,커피전문점,서초동 1307-7,4.3,3,25
미스터오징어 강남점,"해물,생선",역삼동 820-2,1.0,2,83
엔제리너스 국기원사거리점,커피전문점,역삼동 649-5,3.2,6,0
미타야 강남역점,일본식주점,역삼동 635-13,3.4,9,6
디초콜릿커피앤드 강남국기원점,커피전문점,역삼동 819-5,1.8,4,6
우드스탁,칵테일바,역삼동 817-22,5.0,1,3
뢰벤돈까스,"돈까스,우동",역삼동 823,4.8,4,8
달보드레카페,카페,역삼동 818-12,5.0,2,2
큐브맥주창고,"호프,요리주점",역삼동 816-4,3.0,1,1
디초콜릿커피앤드 강남역미림타워점,커피전문점,역삼동 825-22,4.7,3,7
보승회관,국밥,역삼동 820,1.0,2,0
서용만김밥,분식,역삼동 823,0.0,0,1
떼루와 강남3호점,생과일전문점,역삼동 818-11,5.0,2,2
강남노크직영점2,양식,서초동 1307-29,0.0,0,0
에머이 마치마치강남역점,카페,역삼동 818-15,1.0,1,0
미스터라마라탕,중식,역삼동 823,0.0,0,8
산들김밥,분식,역삼동 635-11,0.0,0,0
핫썬치킨 강남역점,치킨,서초동 1307-29,0.0,1,7
두꺼비식당 강남역점,한식,역삼동 649-14,0.0,0,4
투고스테이크 강남역점,"스테이크,립",역삼동 819-1,0.0,0,11
장터,한식,역삼동 648-23,5.0,5,3
둥굴관,한정식,역삼동 635-13,0.0,0,4
청목,한식,역삼동 823,3.3,3,10
북경,중화요리,역삼동 823,4.5,2,3
옛날집,한식,역삼동 635-12,0.0,0,0
고양이부엌 국기원점,떡볶이,역삼동 635-17,2.5,4,0
토담골맛집,한식,역삼동 824-14,2.0,1,2
띠엘로,양식,역삼동 819-1,5.0,1,17
다온펍,술집,역삼동 823,5.0,1,5
장금수부대찌개 역삼점,"찌개,전골",역삼동 823,0.0,0,3
부즈인북스,칵테일바,역삼동 819-6,0.0,0,0
어그레이트카페 역삼점,커피전문점,역삼1동 823-1,0.0,0,0
고등어식당,한식,역삼동 824-25,4.5,10,1
마라사랑마라탕,중식,역삼동 824-25,0.0,0,1
브런치,양식,서울 강남구 역삼동 649-7,0.0,0,0
스몰원더스,와인바,역삼동 819-6,0.0,0,0
브루클린커피랩 강남점,커피전문점,역삼동 819-4,5.0,1,1
여성시대,술집,역삼동 824-8,0.0,0,0
강가네,음식점,역삼동 649-9,0.0,0,0
셰프의국수N육개장 역삼테헤란점,국수,역삼동 823,1.0,4,2
스톤336,"육류,고기",역삼동 823-11,0.0,0,0
더스퀘어,양식,역삼동 824-27,5.0,1,0
마마롤,분식,역삼동 823,0.0,0,1
리틀하노이,동남아음식,역삼동 823,5.0,1,0
쓰나미,술집,역삼동 818-14,1.0,1,12
디초콜릿커피앤드 국기원사거리점,커피전문점,역삼동 648-24,0.0,0,1
온돌집,한식,역삼동 817-4,0.0,0,0
모랑해물솥밥 국기원사거리점,한식,역삼동 648-23,0.0,0,0
뉴질랜드내츄럴코리아 강남본점,아이스크림,서초동 1307-19,0.0,0,0
양탕국,커피전문점,역삼동 824-25,3.8,5,0
한끼맛았다강남점,양식,역삼동 818-10,0.0,0,17
일품향,중화요리,역삼동 824,0.0,0,0
꼬꼬아찌 강남역점,치킨,역삼동 817-8,0.0,0,3
카페달씨 역삼점,카페,역삼동 823,3.2,5,0
스카이31 강남,양식,서초동 1307-28,0.0,0,0
카페허,카페,서초동 1306-7,0.0,0,0
춘추,한정식,역삼동 824-8,0.0,0,0
포베이 강남역점,동남아음식,역삼동 817-11,1.3,3,0
호봉토스트 강남역삼1동점,토스트,역삼동 819-4,0.0,0,0
마리 강남점,"초밥,롤",역삼동 818,0.0,0,0
강남노가리,치킨,역삼동 818-8,0.0,1,0
선녀와나무꾼,한식,역삼동 817-19,0.0,0,0
나래비,한식,역삼동 648-24,0.0,0,3
프레스코 강남역점,패밀리레스토랑,역삼동 820-8,0.0,0,0
무식한돼지,"육류,고기",역삼동 824-25,0.0,0,0
수미정,한식,역삼동 824-25,2.0,2,1
제주은희네해장국 강남역점,해장국,역삼동 823-4,4.3,3,0
수,양식,역삼동 648-3,0.0,0,0
성공을도와주는가게,카페,역삼동 635-17,0.0,1,0
메이아일랜드,북카페,역삼동 816-6,2.3,14,0
돈수라순대국 강남역점,순대,역삼동 824-25,5.0,2,0
홍콩야시장,"호프,요리주점",서초동 1307-29,0.0,0,0
씨제이푸드빌(주),"제과,베이커리",역삼동 649-14,3.0,1,0
신개념김밥올레,분식,역삼동 823,0.0,0,1
브루클린커피랩,커피전문점,역삼동 819-4,0.0,0,2
더부기,"호프,요리주점",역삼동 820-1,0.0,0,5
황금식당,한식,역삼동 823,0.0,0,0
멀티분식,분식,역삼동 823-11,3.5,2,2
태능숯불갈비,갈비,역삼동 817-14,0.0,1,0
간지스시,일식,서초동 1318,0.0,2,0
청사주점,술집,역삼동 817-14,0.0,0,0
미스터와우 강남1호점,패스트푸드,서울 강남구 대치동 761,0.0,0,0
서래갈매기 역삼역점,"육류,고기",역삼동 817-21,0.0,0,0
하이퍼,술집,역삼동 817-18,0.0,0,2
무한야끼 강남점,"육류,고기",역삼동 818-10,5.0,2,0
프론토,카페,역삼1동 822-7,4.0,1,0
카페익스프레스 강남1호점,카페,역삼동 649,0.0,0,0
백운,"육류,고기",역삼1동 819-4,0.0,1,0
프라우스타 강남역점,커피전문점,역삼동 817-9,0.0,0,0
그리다꿈 강남역점,카페,서초동 1307-7,5.0,1,0
사과나무,양식,역삼동 648-3,0.0,0,0
해울채 역삼점,쌈밥,역삼동 817-8,0.0,0,0
맥주고,"호프,요리주점",역삼동 817-18,1.0,1,0
고향산천,한식,역삼동 635-4,0.0,0,0
얼큰이찌개마을 역삼점,"찌개,전골",역삼동 635-4,0.0,0,0
화로사랑 강남역점,갈비,역삼1동 818-14,0.0,0,0
사부로,일식,역삼동 818-8,0.0,0,0
비비드,칵테일바,역삼동 817-18,0.0,0,0
영동손칼국수,국수,역삼동 823,0.0,0,0
금강산부페,뷔페,서초동 1306-8,0.0,0,0
동해생태,"매운탕,해물탕",역삼동 823,0.0,0,1
오미,한식,역삼동 824-11,0.0,0,0
여기라맹어때,분식,역삼동 635-4,0.0,0,0
바이올린,카페,역삼동 648-1,0.0,0,0
카페베리타스,카페,역삼동 819-3,0.0,1,0
발아정신,카페,역삼동 818-15,0.0,0,0
룸브레이크,테마카페,역삼동 818-1,0.0,0,0
시골집,한식,역삼동 648-23,5.0,1,0
소담정,한식,역삼동 823,0.0,0,0
바네스,칵테일바,역삼동 818-15,0.0,0,0
YBM카페익스프레스,카페,역삼동 820-8,0.0,0,0
달수네돈까스,한식,역삼동 635,3.5,2,5
카페103,카페,역삼동 824-25,0.0,0,1
호노오,"호프,요리주점",역삼1동 635-10,0.0,0,0
베라체,와인바,역삼동 824-8,0.0,0,0
비티비플러스 직영점,"호프,요리주점",서초동 1307-20,0.0,0,0
핫족 강남본점,"족발,보쌈",역삼동 817-8,0.0,0,0
에스크루,도시락,역삼동 824-25,0.0,0,0
도노스튜디오 역삼점,도넛,역삼동 649-14,0.0,0,0
첫번째라면,분식,역삼동 823,0.0,0,1
투브라더스 강남역점,"호프,요리주점",역삼동 818-6,0.0,0,0
멤버,술집,역삼동 824-8,0.0,0,0
아이언랩,음식점,역삼동 649,0.0,0,0
포춘,커피전문점,역삼동 824-29,0.0,0,0
사시미남,일본식주점,역삼동 820-2,0.0,0,0
엘빈,카페,서초4동 1307-7,0.0,0,0
케미테이블,양식,역삼동 818-5,0.0,1,0
올레김밤,분식,역삼동 823,0.0,0,0
창고43 강남점,"육류,고기",역삼동 826-20,3.7,61,118
육전식당 4호점,"육류,고기",역삼동 823-10,3.9,64,233
일일향 3호점,중화요리,서초동 1327-2,3.3,61,111
두껍삼 역삼직영점,삼겹살,역삼동 823-12,3.4,24,183
조양관,한정식,서초동 1327-29,3.7,34,209
장서는날 본점,한식,역삼동 827-68,2.8,81,110
샤이바나 강남358타워점,양식,역삼동 826-14,2.1,11,142
을밀대 강남점,냉면,역삼동 826-37,3.4,158,205
피그인더가든 강남점,양식,역삼동 826-14,2.9,36,271
참치공방 강남점,참치회,역삼동 831-27,2.1,18,105
수수커피,커피전문점,역삼동 825-24,3.2,44,126
해담채 강남점,"해물,생선",역삼동 823-16,0.0,0,34
풍국면 강남직영점,국수,역삼동 823-14,4.3,38,295
큰물참치 강남점,참치회,역삼동 826-48,4.0,5,122
한성양갈비양꼬치 강남점,양꼬치,역삼동 827-22,3.4,11,112
짬뽕지존 역삼직영점,중화요리,역삼동 823-38,3.9,24,165
세광양대창 강남점,"육류,고기",역삼동 830-38,4.7,6,45
붓처스컷 강남점,"스테이크,립",역삼동 826-14,3.9,55,79
신도세기 강남역점,"육류,고기",서초동 1327-2,2.2,13,40
모던통닭 역삼점,치킨,역삼동 827-24,3.0,30,105
뉴욕버거엔베이글,햄버거,역삼동 827-37,3.8,43,128
우동명가 기리야마본진,"돈까스,우동",역삼동 824-11,3.8,82,51
중경마라탕 강남2호점,중식,역삼동 827-23,4.4,21,86
이태리부대찌개 강남역점,"찌개,전골",역삼동 826-36,3.3,19,102
딘딘향 강남역점,중식,역삼동 831-27,2.3,12,148
바나프레소 강남점,카페,역삼동 826-37,4.3,7,24
에도긴,일식집,역삼1동 827-58,2.6,8,62
모스버거 강남서초점,햄버거,서초동 1327-8,3.3,16,46
강남불백 강남1호점,"불고기,두루치기",역삼동 827-23,3.8,32,74
나무이자카야 강남4호점,술집,서초동 1327-7,3.6,5,26
빌리엔젤 강남358타워점,디저트카페,역삼동 826-14,3.0,4,46
딸부자네불백,"불고기,두루치기",역삼동 826-37,3.6,16,28
에그드랍 강남역점,샌드위치,역삼동 830,4.7,6,56
363 바이아이디어그룹,북카페,서초동 1328-10,4.2,11,7
한방대가삼계탕,삼계탕,역삼동 830-38,3.9,14,26
신정 역삼동점,오리,역삼동 828-2,3.0,52,20
오설록 티하우스 강남점,카페,서초동 1328-2,3.9,27,98
우탭 강남점,"육류,고기",서초동 1327-2,4.0,3,59
무공돈까스 역삼점,"돈까스,우동",역삼동 827-49,4.3,12,165
폴바셋 강남삼성타운점,커피전문점,서초동 1327-1,3.3,15,42
스타벅스 강남삼성타운점,커피전문점,서초동 1327-5,4.0,34,24
투썸플레이스 강남대륭타워점,커피전문점,역삼동 826-20,2.4,25,27
스타벅스 강남비젼타워점,커피전문점,역삼동 826-48,3.8,23,16
청키면가 강남역점,중식,서초동 1327,3.9,17,55
꿀잠,테마카페,역삼동 827-42,3.3,8,10
파리바게뜨 카페강남중앙점,"제과,베이커리",서초동 1328-10,2.3,27,25
안사부 역삼2호점,중화요리,역삼동 827-59,3.1,11,32
스시효 서초점,일식,서초동 1327,3.1,12,15
치킨더비 강남역지점,치킨,역삼동 827-9,3.3,8,19
걸신맛집,한식,역삼동 827-53,3.6,10,44
탄탄면공방 강남점,퓨전요리,역삼동 826-36,3.6,25,47
엉터리생고기두번째이야기 역삼점,"육류,고기",역삼동 827-14,2.6,17,89
킵유어포크,푸드코트,역삼동 825-24,4.0,18,54
닌스시,일식집,역삼동 830-41,3.8,30,49
홍콩반점0410 강남역점,중화요리,역삼동 827-4,2.1,27,39
최씨부엌,"족발,보쌈",역삼동 830-4,3.4,16,18
담소소사골순대육개장 강남본점,순대,역삼동 830-1,3.4,43,54
모랑해물솥밥 역삼점,한식,역삼동 827-24,2.5,4,46
다미선,"해물,생선",서초동 1328-7,2.5,6,37
바나프레소 삼성타운점,카페,서초동 1327-7,3.0,2,9
에머이 강남점,베트남음식,역삼동 826-26,3.6,55,263
브롱스 강남역삼점,"호프,요리주점",역삼동 826-30,4.3,3,34
강남복칼국수,복어,서초동 1327,3.0,2,67
유부남 강남역점,"돈까스,우동",역삼동 826-37,3.9,10,61
청담돈가스,"돈까스,우동",역삼동 826-37,3.6,39,44
오목집 역삼점,"족발,보쌈",역삼동 827-44,2.8,5,22
맘스터치 강남대성학원점,패스트푸드,역삼동 827-69,2.3,7,4
아카사카,일식,서초동 1327,4.5,33,17
소호정 강남점,국수,서초동 1327-2,3.5,75,39
왓쇼이켄,일본식라면,역삼동 826-37,4.3,38,73
국민우동집,"돈까스,우동",역삼동 826-35,3.3,9,15
모모사라,일식집,역삼동 827-43,3.1,19,157
이승커피공장,카페,역삼동 830-3,3.4,5,18
구르메간장새우,"해물,생선",역삼동 827-14,3.3,6,26
영동껍데기,"육류,고기",역삼동 827-45,3.3,3,14
에도주가,일본식주점,역삼1동 827-58,4.4,20,57
성북동뼈해장국 강남본점,해장국,역삼동 826-9,4.2,5,5
밥사부,분식,역삼동 827-43,4.6,5,18
순남시래기 강남역점,한식,서초동 1327,4.0,2,28
뚜레쥬르 카페역삼점,"제과,베이커리",역삼동 823-14,3.9,7,8
동경규동 강남점,일식집,역삼동 827-1,3.6,15,13
고디바 삼성타운점,초콜릿,서초동 1327-3,0.0,0,1
1964백미당 강남358타워점,아이스크림,역삼동 826-14,3.1,11,18
투썸플레이스 강남역KR타워점,커피전문점,역삼동 825-26,1.0,1,5
샐러디 강남역점,양식,역삼동 824-11,3.4,5,19
이삭토스트 강남점,토스트,서초동 1327,2.1,8,10
헤비스테이크 강남역점,"스테이크,립",역삼동 826-29,3.5,2,13
김명자굴국밥보쌈,국밥,서초동 1327-10,2.3,4,25
행하령수제비 강남역직영점2호,수제비,역삼동 825-24,4.0,2,20
커피스미스 본사점,커피전문점,역삼동 828,4.0,1,2
무교동유정낙지 역삼점,"해물,생선",역삼동 826-37,1.9,10,29
커피빈 강남대로점,커피전문점,서초동 1328-3,3.3,11,8
키이스케이프 강남더오름,테마카페,역삼동 827-37,5.0,1,30
나주가,"곱창,막창",역삼동 827-47,2.4,28,10
타파스클럽 강남점,양식,역삼동 826-14,2.5,4,51
스타벅스 서초파라곤점,커피전문점,서초동 1327-29,4.1,19,5
참치21,참치회,역삼동 826-40,4.3,19,16
아마스빈 강남역1호점,카페,역삼동 826-29,3.5,4,7
뉴욕낙지,"해물,생선",서초동 1327-10,4.8,6,31
반장즉석떡볶이 강남점,떡볶이,역삼동 827-1,3.4,8,81
뚝심한우 강남점,"육류,고기",서초동 1327-1,2.5,4,51
스시다미선,일식집,서초동 1327-8,2.2,6,53
이디야커피 역삼플래티넘점,커피전문점,역삼동 826-37,4.1,9,4
LBC카페,카페,역삼동 827-32,1.3,4,26
덕이닭갈비 강남직영점,닭요리,역삼동 826-37,2.6,21,31
디저트39 강남역점,디저트카페,서초동 1327,5.0,2,37
더샵샐러드,양식,역삼동 826-37,3.9,7,29
상상이자카야,일본식주점,서초동 1327,4.3,4,19
파스쿠찌 강남태극당점,커피전문점,역삼동 830,3.6,7,7
병천아우내장터순대 강남역점,순대,서초동 1327-27,3.2,11,14
센야 1호점,일본식주점,역삼동 830-4,3.9,12,15
탄,일본식주점,역삼동 826-26,4.0,3,14
점례네 강남점,"육류,고기",역삼동 826-9,3.1,13,7
놀숲 강남대성학원점,만화카페,역삼동 827-14,4.3,6,8
금모래,"육류,고기",역삼1동 827-77,3.7,9,3
강남야시장,"호프,요리주점",역삼동 827-3,3.4,5,13
달콤커피 국기원사거리점,커피전문점,역삼동 827-64,5.0,2,11
잡어와묵은지 강남점,"해물,생선",서초동 1327,3.6,12,0
이창영참치,참치회,역삼동 826-37,4.4,12,8
교토가츠규 강남358타워점,"돈까스,우동",역삼동 826-14,2.0,4,19
토스트럭 강남태극당점,토스트,역삼동 826-37,5.0,1,30
원조가시리,추어,역삼동 830-41,3.0,2,2
역전우동0410 강남역태극당점,"돈까스,우동",역삼동 826-37,2.4,17,25
고쿠텐 강남역점,일식집,역삼동 826-29,4.0,4,19
애프터워크바베큐,"육류,고기",역삼동 826-29,2.0,1,30
빽다방 강남역태극당점,커피전문점,역삼동 826-37,3.8,5,9
꼬끼꼬끼치킨호프,"육류,고기",역삼동 827-1,2.0,8,26
커피빈 강남역랭기지타워점,커피전문점,역삼동 826-28,3.0,3,1
뚱보집 서울역삼점,"육류,고기",역삼동 827-22,5.0,2,12
통돼지찌개집,"육류,고기",역삼동 827-46,3.6,7,7
혼밥대장,퓨전한식,역삼동 825-24,4.3,3,0
봉된장 강남점,"찌개,전골",역삼동 826-38,3.0,8,13
영덕물회막회,회,서초동 1327,3.6,13,3
흥부이가정육식당,"육류,고기",역삼동 826-39,0.0,0,4
빨봉분식 강남역점,분식,역삼동 825-24,2.5,12,7
다미쭈꾸미불낙,"해물,생선",역삼동 827-2,3.0,9,15
한율막국수,국수,역삼동 826-37,4.9,10,3
핵밥 강남역점,한식,역삼동 826-27,2.5,11,17
김치요리더드림왕돌판삼겹 본점,"찌개,전골",역삼동 826-9,0.0,0,16
서울복국,복어,서초동 1327-2,1.5,4,3
마키아티 강남점,카페,역삼동 825-25,3.2,13,19
봉추찜닭 강남358타워점,닭요리,역삼동 826-14,3.7,3,14
더커피팩토리,카페,역삼동 830-3,4.7,3,11
김영희강남동태찜 강남점,"해물,생선",역삼동 827-71,3.3,4,11
미소야 강남역1호점,"돈까스,우동",역삼동 827-10,4.2,10,11
커피코트 강남역점,커피전문점,역삼동 825-24,4.3,12,14
와플앨리,카페,역삼동 826-37,4.3,8,10
행초 본점,"초밥,롤",역삼동 825-24,3.7,3,38
아트스시,"초밥,롤",서울 강남구 역삼동 826-37,4.7,3,15
에슬로우커피 강남역삼성타운점,커피전문점,서초동 1327,4.6,11,0
아이러브펍 강남점,"호프,요리주점",역삼동 827-20,3.4,8,3
더벤티 강남점,커피전문점,역삼동 827-14,3.3,3,4
에그박스 강남역점,샌드위치,서초동 1328-7,3.0,2,8
히로시노라멘,일본식라면,역삼동 826-37,4.9,7,17
석기정 강남점,"찌개,전골",역삼동 823-9,4.7,7,3
청실홍실 강남역점,국수,서초동 1327,2.0,2,4
투고스테이크,"스테이크,립",역삼동 826-29,5.0,1,19
잠바주스 서초삼성타운점,생과일전문점,서초동 1327,3.6,8,8
경양식당임정훈,양식,역삼동 825-25,3.7,3,21
쥬씨 강남역세무서점,생과일전문점,역삼동 827-1,2.0,9,1
스마일명품강남꽈배기,도넛,역삼동 826-37,0.0,0,1
김가네 강남2호점,분식,서초동 1327-10,1.2,13,18
커피빈 국기원사거리점,커피전문점,역삼동 827-65,3.0,2,2
더위스키바이로이,술집,역삼동 826-37,4.0,2,32
바니커피,카페,역삼동 826-37,0.0,0,14
치킨매니아 역삼2호점,치킨,역삼동 823-16,0.0,0,5
핵볶이,떡볶이,역삼동 827-46,3.1,7,9
비어플라츠 강남본점,"호프,요리주점",역삼동 827-14,1.0,1,6
죽단지,죽,역삼1동 826-37,2.0,4,7
펑키탭하우스,"호프,요리주점",서초동 1327-23,3.0,2,1
엄지칼국수,국수,역삼동 826-37,5.0,3,5
썬더볼드 강남역점,양식,역삼동 825-24,4.0,6,8
스탑오버,"호프,요리주점",서초동 1327-20,3.5,2,7
힘난다버거 강남역점,햄버거,역삼동 825-24,3.0,4,6
돈치킨 역삼점,치킨,역삼동 826-34,0.0,0,3
미미고 강남역점,도넛,역삼동 827-14,5.0,6,2
이태원천상 강남역점,일식집,서초동 1327,3.4,9,3
아리스타커피 삼성타운점,커피전문점,서초동 1327,3.3,4,8
공차 강남대성학원점,카페,역삼동 826-27,0.0,0,0
착한치킨&먹태 강남역점,치킨,역삼동 827-70,0.0,0,1
카페자스,카페,서초동 1327,4.5,2,2
삼겹본능 강남직영점,삼겹살,역삼동 825-24,0.0,0,2
에쏘빈,카페,역삼동 830-4,0.0,0,4
옹헤야불백 강남역1번출구점,한식,역삼동 825-24,4.0,3,5
푸드2900 강남점,분식,역삼동 826-37,2.0,3,4
강남복집,복어,서초동 1327,5.0,8,2
소공동뚝배기집 강남킵유어포크점,"찌개,전골",역삼동 825-24,3.5,4,3
강릉교동짬뽕in강남,중화요리,역삼동 826-37,3.0,3,0
준커피,카페,서초동 1327-10,2.0,2,5
만만나,한식,역삼동 826-37,4.7,3,17
공수간 강남직영점,분식,역삼동 825-25,0.0,0,4
도야족발 강남역점,"족발,보쌈",역삼동 827-42,0.0,0,6
컵밥메니아,도시락,역삼동 826-37,0.0,0,0
우노도스뜨레스,양식,서초동 1327-1,0.0,0,0
스페인클럽 강남점,양식,역삼동 826-14,1.0,1,0
프리버드,"호프,요리주점",역삼동 827-67,5.0,1,3
시래마당,한정식,역삼동 827-71,4.0,1,6
북경오리전문점,오리,역삼동 830-41,0.0,0,0
북촌손만두 킵유어포크강남역점,분식,역삼동 825-25,3.0,1,2
더국밥 강남점,국밥,역삼동 825-24,4.5,2,1
역삼숯불마당 본점,"육류,고기",역삼동 830-44,0.0,0,19
온양해장국,해장국,역삼동 826-37,0.0,0,0
오슬로우 삼성타운점,카페,서초동 1327-8,0.0,0,2
토즈스마트카페,카페,역삼동 827-5,0.0,0,1
남도바다장어,장어,역삼동 830-45,0.0,0,1
크리드705 강남점,패밀리레스토랑,역삼동 826-27,0.0,0,0
히트,술집,역삼동 826-34,0.0,0,1
브루나인 강남역 1호점,카페,서초동 1328-7,0.0,0,4
본따볼라 컵유어포크,이탈리안,역삼동 825-24,4.0,2,3
디깅,술집,역삼동 823-8,2.5,2,7
찌개마을,"찌개,전골",역삼동 826-37,2.5,6,3
화로사랑 서초삼성타운점,갈비,서초2동 1327,5.0,14,1
강남꼬막 강남본점,조개,역삼동 826-9,1.0,1,3
옛골,한식,역삼동 827,1.5,2,2
제이스킹커피 강남역1호점,커피전문점,역삼동 825-24,4.0,1,2
카페블로썸 서초점,커피전문점,서초동 1327-8,0.0,0,0
텐퍼센트커피 강남서초점,카페,서초동 1327,0.0,0,0
경성,"불고기,두루치기",역삼동 826-40,0.0,0,4
맛나직화구이,한식,서초동 1327,3.0,2,7
핫가이스,샌드위치,역삼동 825-24,4.5,4,6
하동냉면왕돈까스,한식,역삼동 826-37,1.0,1,3
소풍,분식,역삼동 826-37,2.0,2,0
딥커리,일식,역삼동 826-37,3.7,3,5
어반커피 국기원사거리점,카페,역삼동 823-16,0.0,0,0
플라잉바베 강남점,도시락,역삼동 825-24,0.0,0,0
비어호프,"호프,요리주점",역삼동 826-27,3.5,4,2
동이손만두,분식,역삼동 826-37,0.0,0,0
삼대황소곱창,한식,역삼동 826-35,3.0,1,0
소담분식,분식,역삼동 826-37,0.0,0,0
콘서트라운지,커피전문점,역삼동 830-41,3.0,1,0
규네,술집,역삼동 830-4,0.0,0,0
오슬로우커피 강남본점,카페,서초동 1327-8,0.0,0,0
치키니스트,치킨,역삼동 825-24,5.0,1,0
